uid,bd_earner_only,bd_members_respfor,bd_bizsector,e_total_employees,e_fulltime_employees,e_parttime_employees,e_casual_employees,e_male_employees,e_female_employees,e_related_employees,e_refugees_employees,Howmanyemployeesarefromthe,sr_bank_account,sr_pri_inc_sourcs,sr_access_newfunds,IfYesinQ31howhaveyouacce,sr_access,sr_access_1,sr_access_2,sr_access_3,sr_access_4,sr_access_5,sr_access_6,sr_access_7,sr_access_8,sr_access_9,sr_access_no,Onaveragehowmanycustomersd,sr_customers_hwmny,OUTLIERCHECKONTHENUMBEROFC,sr_customers_main,sr_records_keepb,sr_mnthly_sales_total,OUTLIERCHECKONTHEAVERAGEMON,sr_fluctuations,sr_revstreams_most,sr_revstreams_least,BI,BJ,BK,BL,Onascaleof1to5where1me,knwrate_sales,knwrate_ops_mgt,knwrate_invent_mgt,knwrate_bkeeping,knwrate_cashflow,skill_imprv1,skill_imprv2,skill_imprv3,skill_imprv4,Howmanymealsdoesyourhouseho,liv_meals_number_base,Inthelast4monthsdidyoubu,liv_assetsbght_4mnths,liv_cookingfuel,CB,CC,liv_expnseschl_3mnths,liv_expnsecooking,liv_expnsehhclthng,liv_expnserent,liv_expnsetrans_comm,aec_knowledge
part/KE16012104741,Yes,4,Clothes And Textile,1,1,0,0,1,0,0,0,0,Yes,My Own Business,No,,She Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,450,,Individuals From The Camp (Refugee Customers),No,60000,,"Yes, Somewhat Flactuating",October,March,Competing Expenditure From Other Needs,,,,,2,3,3,2,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,,Twice A Day,Twice A Week,None,Charcoal,,,0,500,3000,4000,1500,Aec-Kenya Staff
part/KE16012104742,Yes,8,Shop & Retail,1,1,0,0,1,0,0,1,0,No,My Own Business,No,,Personal Savings,0,40000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,10,,Individuals From The Camp (Refugee Customers),No,15000,,"No, Very Stable",December,January,Competing Expenditure From Other Needs,,,,,4,3,3,4,2,Sales,,,,,Twice A Day,Once A Week,None,Firewood,,,0,2400,0,0,500,Aec-Kenya Staff
part/KE16012104743,Yes,9,Shop & Retail,1,1,0,0,0,1,0,0,1,Yes,My Own Business,No,,Loan From Saving Groups,0,0,5000,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,20,,Individuals From The Camp (Refugee Customers),Yes,2500,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,3,3,2,3,3,Sales,,,,,Twice A Day,Once A Week,None,Firewood,,,0,1200,0,0,500,Aec-Kenya Staff
part/KE16012104744,Yes,8,Shop & Retail,2,2,1,0,1,1,0,2,0,Yes,My Own Business,No,,She Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,4500,Outlier,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,690000,Outlier,"Yes, Somewhat Flactuating",November,Februrary,Competing Expenditure From Other Needs,,,,,2,2,2,2,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Three Times And More,Three Times A Week Or More,None,Charcoal,,,12900,1000,4000,0,1200,Aec-Kenya Staff
part/KE16012104745,Yes,1,Professional/Business Services,1,1,0,0,0,0,0,0,0,No,My Own Business,No,,Business Revenue To Reinvest,20000,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,450,,Individuals From The Camp (Refugee Customers),Yes,15000,,"No, Somewhat Stable",December,January,Competing Expenditure From Other Needs,,,,,4,4,4,4,5,Sales,,,,,Twice A Day,Once A Week,None,Firewood,,,0,1200,0,0,1500,Client Is Not Aware About Aec
part/KE16012104746,Yes,8,Shop & Retail,1,1,0,0,0,0,0,0,0,Yes,My Own Business,No,,Personal Savings,0,15000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,600,,Individuals From The Camp (Refugee Customers),Yes,60000,,"No, Somewhat Stable",December,January,Competing Expenditure From Other Needs,,,,,5,4,4,3,4,Sales,,,,,Three Times And More,Three Times A Week Or More,None,Firewood,Charcoal,,0,1400,6000,0,1000,Aec-Kenya Staff
part/KE16012104747,Yes,13,Rentals,2,2,0,0,0,2,0,0,2,No,My Own Business,No,,Personal Savings,1000,0,0,0,1500000,0,0,0,0,I Have Received,,4,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,16000,,"No, Somewhat Stable",December,January,Competing Expenditure From Other Needs,,,,,4,4,4,4,4,Sales,Operations Management,Book Keeping,Cash Flow And Inventory Management,,Three Times And More,Twice A Week,None,Gas,Charcoal,,4000,4000,5000,300,3000,Aec-Kenya Staff
part/KE16012104748,No,6,Shop & Retail,3,1,0,2,1,1,0,0,2,No,My Own Business,No,,Personal Savings,0,80000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,900,,Individuals From The Camp (Refugee Customers),Yes,50000,,"No, Very Stable",December,January,Competing Expenditure From Other Needs,Less Supply Of Goods,,,,4,4,4,4,4,Sales,,,,,Twice A Day,Once A Week,None,Charcoal,,,7000,700,15000,0,1000,Aec-Kenya Staff
part/KE16012104749,Yes,10,Charcoal Kiosk,1,1,0,0,0,1,0,0,1,No,My Own Business,No,,Personal Savings,400,1000,0,0,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,450,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,20000,,"Yes, Somewhat Flactuating",December,January,Poor Weather,Competing Expenditure From Other Needs,,,,2,2,2,2,3,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,,Twice A Day,None,None,Firewood,,,4000,500,1000,200,500,Aec-Kenya Staff
part/KE16012104750,Yes,4,Jua Cali Sector,3,3,0,0,2,0,0,0,2,No,My Own Business,No,,Personal Savings,0,10000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,5,,"Individuals From The Camp (Refugee Customers), Small And Medium Businesses",No,10000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,3,4,4,3,3,Sales,,,,,Twice A Day,Twice A Week,None,Charcoal,,,0,700,0,0,500,Client Is Not Aware About Aec
part/KE16012104751,Yes,7,Mpesa,4,3,1,0,3,1,0,4,0,Yes,My Own Business,No,,Personal Savings,0,2000,0,0,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,1000,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,30000,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,,,,,4,3,4,4,4,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,,,Three Times And More,Three Times A Week Or More,None,Firewood,Charcoal,,9000,2000,3000,200,1500,Aec-Kenya Staff
part/KE16012104752,No,1,Hospitality And Tourism & Restaurant,1,1,0,0,0,1,0,1,0,Yes,My Own Business,No,,None,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,1500,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,450000,Outlier,"Yes, Somewhat Flactuating",November,Februrary,Competing Expenditure From Other Needs,Less Supply Of Goods,,,,1,2,1,2,1,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Firewood,Charcoal,,0,1600,0,0,9000,Aec-Kenya Staff
part/KE16012104753,Yes,20,Shop & Retail,1,1,0,0,1,0,0,1,0,No,My Own Business,No,,Personal Savings,0,0,0,0,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,1000,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,15000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,2,2,2,2,2,Sales,Book Keeping,Cash Flow And Inventory Management,,,Three Times And More,Twice A Week,None,Firewood,Charcoal,,300,900,5000,200,800,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104754,Yes,6,Grocery,1,1,0,0,0,1,0,1,0,Yes,My Own Business,No,,Personal Savings,0,500,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,400,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,8000,,"Yes, Somewhat Flactuating",November,Februrary,Competing Expenditure From Other Needs,,,,,2,2,2,2,2,Sales,Book Keeping,Cash Flow And Inventory Management,,,Three Times And More,Three Times A Week Or More,Phone,Charcoal,,,3000,800,2000,200,300,Aec-Kenya Staff
part/KE16012104755,No,7,Shop & Retail,1,1,0,0,0,1,0,0,1,No,My Own Business,No,,Personal Savings,0,10000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,20,,Individuals From The Camp (Refugee Customers),No,15000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,3,3,4,4,3,Sales,,,,,Twice A Day,Three Times A Week Or More,None,Charcoal,,,0,1400,18000,0,800,Client Is Not Aware About Aec
part/KE16012104756,Yes,4,Shop & Retail,2,1,1,0,0,1,1,0,1,No,My Own Business,No,,Personal Savings,0,10000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,30,,Individuals From The Camp (Refugee Customers),No,6000,,"No, Somewhat Stable",April,January,Competing Expenditure From Other Needs,,,,,3,4,4,3,4,Sales,,,,,Twice A Day,Twice A Week,None,Charcoal,,,0,1000,0,0,700,Fellow Entrepreneur/Business Owner
part/KE16012104757,No,5,Shop & Retail,2,2,0,0,1,1,0,2,0,Yes,My Own Business,Yes,Private Investors,Private Investors,0,0,0,0,0,0,0,80000,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,300,,Individuals From The Camp (Refugee Customers),No,30000,,"Yes, Somewhat Flactuating",January,March,Competing Expenditure From Other Needs,,,,,2,2,2,2,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Three Times And More,None,None,Firewood,Charcoal,,3900,3000,20000,0,9000,Aec-Kenya Staff
part/KE16012104758,Yes,8,Grocery,1,0,0,0,0,1,0,1,0,No,My Own Business,No,,Personal Savings,0,0,0,0,0,0,0,0,0,"I Have Never Thought About Credit As An Option, I Do Not Qualify For Credit, Or I Applied And Was Re",I Have Never Thought About Credit As An Option,150,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,5000,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,,,,,2,2,2,3,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Cash Flow And Inventory Management,,Three Times And More,Once A Week,None,Firewood,Charcoal,,3000,1100,3000,100,600,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104759,No,4,Fashion,1,1,0,0,0,1,0,0,1,No,My Own Business,No,,Personal Savings,0,500,0,0,0,4000,0,0,0,I Have Received,,900,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,20000,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,,,,,3,4,3,3,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Cash Flow And Inventory Management,,Once A Day,None,"Cooking Pots, Utensils, Or Stoves",Gas,,,8000,2000,3000,3000,1000,Aec-Kenya Staff
part/KE16012104760,Yes,1,Fashion,1,1,0,0,1,0,0,1,0,Yes,My Own Business,No,,Personal Savings,1000,5000,150000,0,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,1000,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,300000,Outlier,"Yes, Somewhat Flactuating",December,January,Poor Weather,Competing Expenditure From Other Needs,,,,2,3,2,2,2,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,,Twice A Day,Twice A Week,None,Charcoal,,,0,1100,1000,200,1000,Aec-Kenya Staff
part/KE16012104761,Yes,6,Shop & Retail,1,1,0,0,0,0,0,0,0,Yes,My Own Business,Yes,Personal Savings,Personal Savings,0,30000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,250,,Individuals From The Camp (Refugee Customers),Yes,40000,,"No, Somewhat Stable",December,January,Competing Expenditure From Other Needs,,,,,4,4,4,4,4,Sales,,,,,Twice A Day,Once A Week,None,Charcoal,,,26000,1400,10000,4500,1500,Fellow Entrepreneur/Business Owner
part/KE16012104762,Yes,4,Transport Sector,1,1,0,0,1,0,0,1,0,No,My Own Business,No,,Personal Savings,0,75000,0,0,0,0,0,0,0,"I Do Not Qualify For Credit, Or I Applied And Was Rejected","I Do Not Qualify For Credit, Or I Applied And Was Rejected",15,,Individuals From The Camp (Refugee Customers),No,8000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,4,3,3,3,4,Sales,Investment Readiness (How Ready Are You For Inves,,,,Twice A Day,Three Times A Week Or More,"Cooking Pots, Utensils, Or Stoves",Firewood,,,0,3000,3000,0,600,Aec-Kenya Staff
part/KE16012104763,No,6,Clothes,2,2,0,0,0,2,1,2,0,No,My Own Business,No,,Personal Savings,0,500,0,0,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,300,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,9000,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,,,,,2,2,2,2,2,Sales,Operations Management,Book Keeping,Cash Flow And Inventory Management,,Twice A Day,Twice A Week,None,Firewood,Charcoal,,3000,1100,2000,200,800,Aec-Kenya Staff
part/KE16012104764,No,9,Shop & Retail,2,2,0,0,1,1,1,2,0,Yes,My Own Business,No,,He Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,300,,Individuals From The Camp (Refugee Customers),No,60000,,"Yes, Somewhat Flactuating",November,Februrary,Competing Expenditure From Other Needs,,,,,2,2,2,2,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Three Times And More,Twice A Week,None,Firewood,Charcoal,,0,600,3000,0,3000,Aec-Kenya Staff
part/KE16012104765,No,9,Fashion,2,2,0,0,0,2,0,2,0,No,My Own Business,No,,Personal Savings,0,0,0,0,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,900,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,10000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,2,2,2,2,2,Sales,Operations Management,Book Keeping,Cash Flow And Inventory Management,,Twice A Day,Three Times A Week Or More,None,Firewood,,,300,300,3000,100,700,Aec-Kenya Staff
part/KE16012104766,No,6,Shop & Retail,1,1,0,1,0,1,0,0,1,No,My Own Business,No,,Loan From Saving Groups,0,30000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,5,,Individuals From The Camp (Refugee Customers),No,10000,,"No, Somewhat Stable",December,January,Competing Expenditure From Other Needs,,,,,2,4,3,3,3,Sales,,,,,Twice A Day,Twice A Week,None,Charcoal,,,0,1400,0,0,600,Relative
part/KE16012104767,Yes,11,Shop & Retail,1,1,0,1,0,1,0,1,0,No,My Own Business,No,,Loan From Family/Friends,0,0,0,300,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,10,,Individuals From The Camp (Refugee Customers),No,4000,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,,,,,3,3,3,2,3,Sales,Book Keeping,,,,Twice A Day,Once A Week,None,Firewood,,,0,1500,0,0,400,Aec-Kenya Staff
part/KE16012104768,Yes,5,Shop & Retail,2,1,1,0,1,1,1,2,0,Yes,My Own Business,No,,Personal Savings,0,5000,0,0,0,0,0,0,0,"I Have Never Thought About Credit As An Option, I Do Not Trust Financial Institutions/Debt Makes Me",I Have Never Thought About Credit As An Option,500,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,30000,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,,,,,3,2,4,4,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Cash Flow And Inventory Management,,Three Times And More,Three Times A Week Or More,None,Charcoal,,,6500,1400,3000,200,700,Aec-Kenya Staff
part/KE16012104769,Yes,1,Grocery,1,1,0,0,1,0,0,1,0,Yes,My Own Business,No,,Personal Savings,0,3000,0,0,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,300,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,15000,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,,,,,2,2,2,2,4,Sales,Operations Management,Book Keeping,Cash Flow And Inventory Management,,Twice A Day,Once A Week,None,Firewood,Charcoal,,300,1100,1000,400,600,Aec-Kenya Staff
part/KE16012104770,Yes,3,Shop & Retail,1,1,0,0,1,0,0,1,0,No,My Own Business,No,,Loan From Family/Friends,0,0,0,15000,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,5,,Individuals From The Camp (Refugee Customers),No,10000,,"No, Very Stable",December,January,Competing Expenditure From Other Needs,,,,,3,4,3,3,3,Sales,Investment Readiness (How Ready Are You For Inves,,,,Twice A Day,Once A Week,None,Firewood,Charcoal,,0,1000,0,2500,600,Client Is Not Aware About Aec
part/KE16012104771,Yes,5,Shop & Retail,1,1,0,0,0,0,0,0,0,No,My Own Business,Yes,Loan From Mfi Or Banks,Loan From Mfi Or Banks,0,0,0,0,12000,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,300,,Individuals From The Camp (Refugee Customers),No,30000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,4,4,4,4,3,Sales,,,,,Twice A Day,Once A Week,None,Firewood,,,0,1200,0,0,1000,Client Is Not Aware About Aec
part/KE16012104772,Yes,12,Shop & Retail,1,1,0,0,0,1,0,1,0,Yes,My Own Business,No,,Personal Savings,0,500,0,0,0,0,0,0,0,"I Do Not Qualify For Credit, Or I Applied And Was Rejected","I Do Not Qualify For Credit, Or I Applied And Was Rejected",300,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,30000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,4,4,4,4,4,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Cash Flow And Inventory Management,,Three Times And More,Three Times A Week Or More,None,Charcoal,,,0,600,2000,200,5000,Aec-Kenya Staff
part/KE16012104773,Yes,5,Shop & Retail,1,1,0,0,0,1,0,1,0,Yes,My Own Business,No,,Personal Savings,0,48000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,20,,Individuals From The Camp (Refugee Customers),No,2500,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,,,,,3,3,3,3,3,Sales,,,,,Twice A Day,Once A Week,None,Charcoal,,,0,1400,0,2500,1000,Fellow Entrepreneur/Business Owner
part/KE16012104774,Yes,12,Shop & Retail,3,1,2,0,2,0,2,2,0,No,My Own Business,No,,Loan From Family/Friends,0,0,0,7000,0,0,0,0,0,"I Do Not Qualify For Credit, Or I Applied And Was Rejected","I Do Not Qualify For Credit, Or I Applied And Was Rejected",10,,Individuals From The Camp (Refugee Customers),No,4500,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,,,,,3,3,2,3,2,Sales,,,,,Twice A Day,Once A Week,None,Firewood,,,0,600,0,0,500,The Client Is Not Aware About Aec
part/KE16012104775,Yes,8,Shop & Retail,2,2,0,0,1,0,0,1,0,No,My Own Business,No,,Loan From Family/Friends,0,0,0,50000,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,6,,Individuals From The Camp (Refugee Customers),No,15000,,"No, Somewhat Stable",June,January,Competing Expenditure From Other Needs,,,,,3,3,3,3,4,Sales,,,,,Twice A Day,Once A Week,None,Charcoal,,,0,700,0,0,600,The Client Is Not Aware About Aec
part/KE16012104776,Yes,7,Supermarket,2,2,0,0,1,1,1,2,0,No,My Own Business,No,,Loan From Family/Friends,1000,500,0,50000,0,0,0,0,0,"I Have Never Thought About Credit As An Option, I Do Not Trust Financial Institutions/Debt Makes Me",I Have Never Thought About Credit As An Option,1000,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,50000,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,Less Supply Of Goods,High Transportation Costs,,,3,3,4,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Once A Week,None,Firewood,,,400,1100,4000,400,1000,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104777,Yes,7,Shop & Retail,2,2,0,0,0,1,0,1,0,No,My Own Business,No,,Personal Savings,0,70000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,300,,Individuals From The Camp (Refugee Customers),Yes,15000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,4,4,4,4,4,Sales,,,,,Three Times And More,Once A Week,None,Firewood,,,0,1200,0,0,500,Client Is Not Aware About Aec
part/KE16012104778,Yes,2,Grocery,2,10,1,0,2,0,0,2,0,Yes,My Own Business,No,,Personal Savings,0,5000,0,0,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,450,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,60000,,"Yes, Somewhat Flactuating",December,Februrary,Competing Expenditure From Other Needs,,,,,3,3,2,2,2,Sales,Operations Management,Book Keeping,Cash Flow And Inventory Management,,Once A Day,Three Times A Week Or More,None,Firewood,Charcoal,,0,700,1000,200,1000,Aec-Kenya Staff
part/KE16012104779,Yes,4,Shop & Retail,1,1,0,0,1,0,0,1,0,Yes,My Own Business,No,,Personal Savings,0,45000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,10,,Individuals From The Camp (Refugee Customers),No,25000,,"No, Somewhat Stable",December,January,Competing Expenditure From Other Needs,,,,,4,4,3,4,4,Sales,,,,,Twice A Day,Three Times A Week Or More,None,Charcoal,,,0,1400,17000,5000,500,Aec-Kenya Staff
part/KE16012104780,Yes,9,Shop & Retail,1,1,0,0,0,0,0,0,0,No,My Own Business,Yes,Business Revenue To Reinvest,Business Revenue To Reinvest,3000,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,15,,Individuals From The Camp (Refugee Customers),No,9000,,"No, Somewhat Stable",December,January,Competing Expenditure From Other Needs,,,,,3,4,4,3,3,Sales,Operations Management,,,,Twice A Day,Twice A Week,None,Firewood,,,0,800,0,0,1000,Client Is Not Aware About Aec
part/KE16012104781,Yes,1,Shop & Retail,1,1,0,0,1,0,0,1,0,No,My Own Business,No,,Donations From Funders/Ngos,0,0,0,0,0,0,5000,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,50,,Individuals From The Camp (Refugee Customers),No,8000,,"No, Very Stable",December,January,Competing Expenditure From Other Needs,,,,,3,3,3,3,3,Sales,Book Keeping,,,,Twice A Day,Once A Week,None,Charcoal,I Do Not Cook - Buy Food From Restaurants/Food Ve,,0,1000,0,0,600,Client Is Not Aware About Aec
part/KE16012104782,Yes,1,Shop & Retail,1,1,0,1,1,0,0,1,0,No,My Own Business,No,,Personal Savings,0,15000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,20,,Individuals From The Camp (Refugee Customers),No,4000,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,,,,,4,4,3,3,4,Sales,,,,,Twice A Day,None,None,Charcoal,,,0,700,0,0,500,Aec-Kenya Staff
part/KE16012104783,Yes,11,Fashion,2,2,0,0,2,0,0,2,0,No,My Own Business,No,,Personal Savings,0,4000,0,0,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,180,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,5000,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,Disruption Of Supply Chain,,,,2,2,2,2,4,Sales,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,,Twice A Day,Three Times A Week Or More,None,Firewood,Charcoal,,3000,1500,3000,200,600,Aec-Kenya Staff
part/KE16012104784,Yes,1,Shop & Retail,2,2,0,0,1,0,0,1,0,Yes,My Own Business,Yes,Personal Savings,Personal Savings,0,80000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,350,,Individuals From The Camp (Refugee Customers),Yes,60000,,"No, Somewhat Stable",December,January,Competing Expenditure From Other Needs,,,,,5,4,4,3,4,Sales,Investment Readiness (How Ready Are You For Inves,,,,Twice A Day,Once A Week,None,Firewood,,,0,1200,0,0,1000,Aec-Kenya Staff
part/KE16012104785,Yes,6,Shop & Retail,1,1,0,0,0,0,0,0,0,Yes,My Own Business,Yes,Loan From Family/Friends,Loan From Family/Friends,0,0,0,2000,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,600,,Individuals From The Camp (Refugee Customers),Yes,9000,,"No, Somewhat Stable",December,January,Competing Expenditure From Other Needs,,,,,5,4,4,4,4,Sales,,,,,Twice A Day,Once A Week,None,Charcoal,,,0,1400,0,0,1000,Aec-Kenya Staff
part/KE16012104786,Yes,1,Professional/Business Services,4,4,0,0,3,0,0,3,0,Yes,My Own Business,No,,"Personal Savings, Loan From Family/Friends",0,75000,0,75000,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,300,,Individuals From The Camp (Refugee Customers),No,10000,,"No, Somewhat Stable",December,January,Competing Expenditure From Other Needs,,,,,5,4,5,4,4,Sales,Investment Readiness (How Ready Are You For Inves,,,,Twice A Day,Once A Week,None,Charcoal,,,0,700,0,0,1000,Fellow Entrepreneur/Business Owner
